;Age;Attrition;BusinessTravel;DailyRate;Department;DistanceFromHome;Education;EducationField;employeecount;employeenumber;EnvironmentSatisfaction;Gender;HourlyRate;JobInvolvement;JobLevel;JobRole;JobSatisfaction;MaritalStatus;MonthlyIncome;MonthlyRate;NUMCOMPANIESWORKED;Over18;OverTime;PercentSalaryHike;PerformanceRating;RelationshipSatisfaction;StandardHours;StockOptionLevel;TOTALWORKINGYEARS;TrainingTimesLastYear;WORKLIFEBALANCE;YearsAtCompany;YearsInCurrentRole;YearsSinceLastPromotion;YEARSWITHCURRMANAGER;SameAsMonthlyIncome;DateBirth;Salary;RoleDepartament;NUMBERCHILDREN;RemoteWork
1245;45;No;travel_rarely;193,0$; Research & Development ;6;4;Other;1;nan;4;0;52;3;3; ReSeARCh DireCtOr ;1;;nan;15067;4;Y;Yes;14;3;2;nan;0;nan;3;4;0;nan;0;0;nan;1978;1000000000$; ReSeARCh DireCtOr  -  Research & Development ;;0
1246;55;No;;111,0$;;1;2;;1;106;1;0;70;3;3; sALES ExecUtIve ;4;Married;nan;18092;3;;;14;3;4;nan;1;nan;4;3;1;nan;1;0;nan;1968;1000000000$;;;Yes
1247;23;No;;541,0$;;2;1;Technical Degree;1;113;3;0;62;3;1; salEs REPREsENtaTIve ;1;Divorced;2322;9518;3;Y;No;13;3;3;nan;1;nan;3;3;0;nan;0;0;2322;2000;1000000000$;;;0
1248;32;No;travel_rarely;827,0$;;1;1;Life Sciences;1;nan;4;0;71;3;1; rESEARCh ScIENtIst ;1;Single;nan;15178;1;Y;No;13;3;4;nan;0;nan;2;3;1;nan;0;0;nan;1991;1000000000$;;;Yes
1249;20;Yes;;871,0$; Research & Development ;6;3;Life Sciences;1;137;4;1;66;2;1; LaBORatORy tEchNiCian ;4;Single;2926;19783;1;Y;Yes;18;nan;2;nan;0;nan;5;3;1;nan;1;0;2926;2003;1000000000$; LaBORatORy tEchNiCian  -  Research & Development ;;False
1250;37;No;;1040,0$;;2;2;Life Sciences;1;139;3;0;100;2;2; HeALTHCARE REPreSEnTAtIVE ;4;Divorced;nan;15850;5;Y;No;14;3;4;80;1;17;2;4;1;nan;0;0;nan;1986;1000000000$;;;0
1251;22;No;;nan$; Research & Development ;15;3;;1;144;2;1;59;3;1; laBorATOrY TeChNIcIAn ;4;Single;nan;23785;1;Y;No;15;3;3;nan;0;nan;5;3;0;nan;0;0;nan;2001;1000000000$; laBorATOrY TeChNIcIAn  -  Research & Development ;;False
1252;34;No;;1031,0$;;-24;4;Life Sciences;1;nan;24;1;45;2;2; reSeARCh scientIST ;2;;4505;15000;6;Y;;15;3;3;80;1;nan;3;3;1;nan;0;0;4505;1989;1000000000$;;;True
1253;36;No;;922,0$;;3;2;Life Sciences;1;155;1;1;39;3;1; LAbOrAtorY tEcHNIciaN ;4;Divorced;2835;2561;5;;;22;4;1;nan;1;nan;2;3;1;nan;0;0;2835;1987;1000000000$;;;0
1254;19;Yes;travel_rarely;528,0$; Sales ;22;1;Marketing;1;167;4;0;Not Available;3;1; sALEs RePREsentaTive ;3;Single;nan;26820;1;;Yes;19;3;4;nan;0;0;2;2;0;nan;0;0;nan;2004;1000000000$; sALEs RePREsentaTive  -  Sales ;;Yes
1255;41;No;;nan$;;9;4;Life Sciences;1;200;3;0;94;3;1; LAboraTOry TeCHniCIan ;1;;nan;6961;2;Y;;21;4;4;nan;1;7;2;3;5;nan;1;4;nan;1982;1000000000$;;;True
1256;19;No;;nan$;;-18;1;;1;201;2;1;79;3;1; lAbORatory tECHnICiAn ;2;Single;nan;16102;1;;No;14;nan;4;nan;0;1;3;3;1;nan;0;0;nan;2004;1000000000$;;;0
1257;51;No;;1169,0$;;7;4;;1;211;2;0;34;2;2; ManufAcTUriNG diRECTOR ;3;Married;nan;13983;2;Y;No;17;3;3;nan;0;10;2;3;1;nan;0;0;nan;1972;1000000000$;;;Yes
1258;58;No;;1145,0$;;9;3;;1;214;2;1;75;2;1; rEsearCH SCIeNtIst ;2;Married;nan;11873;4;Y;Yes;20;4;2;nan;1;9;3;2;1;nan;0;0;nan;1965;1000000000$;;;0
1259;19;Yes;travel_frequently;602,0$;;1;1;;1;nan;3;1;100;1;1; SALES RepRESENTatIvE ;1;;nan;20989;0;Y;No;21;4;1;nan;0;1;5;nan;0;nan;0;0;nan;2004;1000000000$;;;Yes
1260;19;Yes;travel_rarely;303,0$;;2;3;Life Sciences;1;243;2;0;Not Available;2;1; LABOrAtorY tecHniCiaN ;4;Single;nan;9241;1;;;22;4;3;nan;0;1;3;2;1;nan;1;0;nan;2004;1000000000$;;;Yes
1261;35;Yes;travel_rarely;556,0$;;23;2;;1;nan;2;0;50;2;2; MAnufACTuRiNG DIReCTOR ;3;;nan;15497;3;Y;Yes;13;3;1;nan;0;8;1;3;1;nan;0;1;nan;1988;1000000000$;;;True
1262;38;No;travel_rarely;1261,0$;;-38;4;;1;271;4;0;Not Available;3;2; ManUfactuRIng diREcTOR ;3;;6553;7259;9;;;14;3;2;80;0;14;3;3;1;nan;0;0;6553;1985;1000000000$;;;False
1263;38;Yes;;1180,0$;;29;1;Medical;1;282;2;0;70;3;2; heAlTHcARe rEpResENtatiVE ;1;Married;6673;11354;7;;Yes;19;nan;2;80;0;17;2;3;1;nan;0;0;6673;1985;1000000000$;;;0
1264;41;No;;896,0$; Sales ;6;3;Life Sciences;1;nan;4;1;75;3;3; mAnageR ;4;Single;13591;14674;3;;Yes;18;3;3;nan;0;nan;3;3;1;nan;0;0;13591;1982;1000000000$; mAnageR  -  Sales ;;False
1265;59;No;travel_rarely;142,0$;;3;3;Life Sciences;1;309;3;0;70;2;1; ResEaRCh sciENtIST ;4;Married;2177;8456;3;;;17;3;1;nan;1;7;6;3;1;nan;0;0;2177;1964;1000000000$;;;Yes
1266;50;No;travel_rarely;854,0$;;1;4;Medical;1;323;4;1;68;3;5; MANagER ;4;Divorced;19517;24118;3;;No;11;3;3;nan;1;nan;3;2;7;nan;0;6;19517;1973;1000000000$;;;False
1267;41;No;travel_rarely;1411,0$; Research & Development ;19;2;Life Sciences;1;334;3;0;36;3;2; rESEArcH SCiEntIst ;1;Divorced;nan;19877;2;;;16;3;1;nan;2;17;2;2;1;nan;0;0;nan;1982;1000000000$; rESEArcH SCiEntIst  -  Research & Development ;;1
1268;45;No;;252,0$;;1;3;;1;nan;3;0;70;4;5; manAGer ;4;;19202;15970;0;;;11;3;3;nan;1;25;2;3;24;nan;1;7;19202;1978;1000000000$;;;0
1269;37;Yes;;504,0$;;10;3;Medical;1;342;1;0;61;3;3; ManufActuriNG DireCtor ;3;;10048;22573;6;;No;11;nan;2;80;2;17;5;3;1;nan;0;0;10048;1986;1000000000$;;;1
1270;51;No;;833,0$;;-38;3;;1;nan;3;0;96;3;1; rESEARCH SCIENtIsT ;4;Married;2723;23231;1;;No;11;3;2;nan;0;1;0;2;1;nan;0;0;2723;1972;1000000000$;;;True
1271;28;Yes;travel_rarely;529,0$;;2;4;Life Sciences;1;364;1;0;79;3;1; LABoraToRY TEcHNiciAN ;3;Single;nan;14935;2;;;11;3;3;nan;0;5;5;1;0;nan;0;0;nan;1995;1000000000$;;;False
1272;29;No;travel_rarely;1210,0$;;2;3;Medical;1;nan;1;0;78;2;2; SaleS exeCUtiVE ;2;Married;6644;3687;2;Y;No;19;3;2;nan;2;10;2;nan;0;nan;0;0;6644;1994;1000000000$;;;True
1273;31;No;travel_rarely;1463,0$; Research & Development ;23;3;Medical;1;367;2;0;64;2;2; heAlThcaRe REprESeNTATive ;4;;nan;14408;0;Y;No;21;nan;2;nan;1;10;2;3;9;nan;7;8;nan;1992;1000000000$; heAlThcaRe REprESeNTATive  -  Research & Development ;;True
1274;38;No;travel_rarely;322,0$;;7;2;Medical;1;nan;1;1;44;4;2; SALes EXEcutIvE ;1;;5605;19191;1;Y;Yes;24;4;3;nan;1;8;3;3;8;nan;7;7;5605;1985;1000000000$;;;0
1275;44;Yes;travel_frequently;920,0$;;-12;3;Life Sciences;1;392;12;0;43;3;1; LABoraToRY TEChnicIan ;3;;3161;19920;3;;Yes;22;4;4;nan;1;19;0;1;1;nan;0;0;3161;1979;1000000000$;;;Yes
1276;36;No;;506,0$;;3;3;Technical Degree;1;397;3;0;30;3;2; resEArch ScientiST ;2;Single;nan;26285;4;Y;;12;3;4;nan;0;10;2;3;8;nan;7;7;nan;1987;1000000000$;;;Yes
1277;18;Yes;;nan$; Research & Development ;3;3;;1;nan;3;0;54;3;1; LABoratOry TeCHnIcIan ;3;Single;1420;25233;1;Y;No;13;3;3;nan;0;0;2;3;0;nan;0;0;1420;2005;1000000000$; LABoratOry TeCHnIcIan  -  Research & Development ;;1
1278;36;No;;566,0$;;18;4;Life Sciences;1;407;3;0;81;4;1; lAborAtoRY TEchNIciAn ;4;Married;nan;7122;4;;No;18;3;4;nan;2;4;2;3;1;nan;0;0;nan;1987;1000000000$;;;True
1279;18;No;;812,0$;;10;3;;1;nan;4;1;69;2;1; sALes rEPrESenTativE ;3;;1200;9724;1;Y;No;12;3;1;nan;0;0;2;3;0;nan;0;0;1200;2005;1000000000$;;;0
1280;39;Yes;travel_rarely;1162,0$;;3;2;;1;445;4;1;41;3;2; Sales exECutivE ;3;Married;5238;17778;4;Y;Yes;18;3;1;nan;0;12;3;2;1;nan;0;0;5238;1984;1000000000$;;;True
1281;43;No;travel_rarely;1001,0$; Research & Development ;-15;3;;1;nan;15;1;43;3;3; hEAlthCarE rEpresenTATiVe ;1;Marreid;9985;9262;8;Y;No;16;3;1;nan;1;nan;1;2;1;nan;0;0;9985;1980;1000000000$; hEAlthCarE rEpresenTATiVe  -  Research & Development ;;True
1282;47;No;travel_frequently;1309,0$;;4;1;Medical;1;nan;2;0;99;3;2; sales rEpResENtAtIVe ;3;;nan;25751;3;;No;19;3;1;nan;0;5;3;3;0;nan;0;0;nan;1976;1000000000$;;;False
1283;42;No;travel_rarely;810,0$;;23;5;;1;468;1;1;44;3;4; rEsEARcH DiRecTOR ;4;Single;15992;15901;2;Y;No;14;3;2;nan;0;16;2;3;1;nan;0;0;15992;1981;1000000000$;;;0
1284;32;No;;1062,0$;;2;3;;1;471;3;1;75;3;1; lAboRaTORY TECHNIcIAN ;2;Married;2370;3956;1;Y;No;13;nan;3;nan;1;8;4;3;8;nan;0;7;2370;1991;1000000000$;;;True
1285;48;No;travel_rarely;530,0$;;29;1;Medical;1;473;1;1;91;3;3; mAnAGer ;3;Married;nan;23978;3;Y;;21;4;2;nan;1;15;3;1;0;nan;0;0;nan;1975;1000000000$;;;Yes
1286;42;No;travel_rarely;1332,0$; Research & Development ;2;4;;1;477;1;0;98;2;2; HealTHcaRE rEPreSEntATive ;4;;6781;17078;3;;;23;4;2;nan;0;nan;6;3;1;nan;0;0;6781;1981;1000000000$; HealTHcaRE rEPreSEntATive  -  Research & Development ;;0
1287;36;No;non-travel;845,0$;;1;5;Medical;1;479;4;1;45;3;2; sALES ExecuTIve ;4;;6653;15276;4;Y;;15;nan;2;nan;0;nan;6;3;1;nan;0;0;6653;1987;1000000000$;;;1
1288;33;Yes;travel_rarely;350,0$;;5;3;Marketing;1;485;4;1;34;3;1; SaLes rEpreSeNTATive ;3;Single;2851;9150;1;;;13;nan;2;nan;0;1;2;3;1;nan;0;0;2851;1990;1000000000$;;;False
1289;46;No;;1144,0$; Research & Development ;7;4;Medical;1;487;3;1;30;3;2; MaNUfActuRInG diREctOr ;3;Married;5258;16044;2;;;14;3;3;nan;0;7;2;4;1;nan;0;0;5258;1977;1000000000$; MaNUfActuRInG diREctOr  -  Research & Development ;;True
1290;21;Yes;travel_rarely;156,0$; Sales ;12;3;Life Sciences;1;494;3;1;90;4;1; saLes REPrEsentAtiVE ;2;Single;nan;25422;1;Y;;15;3;4;nan;0;1;0;3;1;nan;0;0;nan;2002;1000000000$; saLes REPrEsentAtiVE  -  Sales ;;0
1291;30;No;;202,0$;;2;1;Technical Degree;1;508;3;0;72;3;1; sAlES rEpResENTaTivE ;2;;2476;17434;1;;;18;3;1;nan;1;nan;3;3;1;nan;0;0;2476;1993;1000000000$;;;Yes
1292;30;Yes;travel_frequently;464,0$;;4;3;;1;514;3;0;40;3;1; rEsearCh sciEnTISt ;4;Single;2285;3427;9;Y;Yes;23;4;3;nan;0;3;4;3;1;nan;0;0;2285;1993;1000000000$;;;False
1293;thirty-two;No;travel_rarely;1305,0$;;10;4;;1;518;3;0;49;3;2; maNuFACtURINg DirEcToR ;2;Single;4197;21123;2;Y;;12;3;4;nan;0;18;2;2;1;nan;0;1;4197;1986;1000000000$;;;True
1294;40;No;travel_rarely;555,0$;;2;3;;1;nan;2;1;78;2;2; LAboraTORY TEchNIciAN ;3;Married;3448;13436;6;;No;22;4;2;nan;1;nan;3;3;1;nan;0;0;3448;1983;1000000000$;;;1
1295;28;No;travel_rarely;1300,0$;;17;2;;1;nan;3;0;79;3;2; lABORatorY TECHNIciAN ;1;;4558;13535;1;Y;;12;3;4;nan;1;10;2;nan;10;nan;1;8;4558;1995;1000000000$;;;False
1296;38;No;travel_frequently;1490,0$;;2;2;;1;556;4;0;42;3;1; lABoRatory teCHniciAN ;4;Married;1702;12106;1;Y;Yes;23;4;3;nan;1;nan;3;3;1;nan;0;0;1702;1985;1000000000$;;;False
1297;19;Yes;;489,0$;;2;2;Technical Degree;1;566;1;0;Not Available;2;1; humAN ResoUrceS ;4;Single;2564;18437;1;Y;No;12;3;3;nan;0;1;3;4;1;nan;0;0;2564;2004;1000000000$;;;True
1298;57;No;travel_rarely;210,0$;;29;3;;1;568;1;0;56;2;4; MaNagER ;4;divorced;nan;22102;3;Y;No;12;3;3;nan;1;nan;3;2;1;nan;0;0;nan;1966;1000000000$;;;Yes
1299;47;No;travel_rarely;983,0$;;2;2;Medical;1;nan;1;1;65;3;2; MAnufactURInG DiREctoR ;4;;5070;7389;5;;;13;nan;3;nan;3;20;2;3;5;nan;0;4;5070;1976;1000000000$;;;True
1300;54;No;travel_rarely;548,0$;;8;4;Life Sciences;1;nan;3;1;42;3;2; lAbORATorY TEchniciAN ;3;Single;3780;23428;7;Y;;11;3;3;80;0;nan;3;3;1;nan;0;0;3780;1969;1000000000$;;;False
1301;31;Yes;travel_frequently;534,0$;;-42;3;;1;nan;42;0;66;3;3; HEaLTHCARe REPresEnTaTiVE ;3;;9824;22908;3;Y;No;12;3;1;nan;0;12;2;3;1;nan;0;0;9824;1992;1000000000$;;;1
1302;18;Yes;travel_frequently;1306,0$;;5;3;Marketing;1;614;2;0;69;3;1; saLeS REprESENTaTIvE ;2;;1878;8059;1;;Yes;14;3;4;nan;0;nan;3;3;0;nan;0;0;1878;2005;1000000000$;;;0
1303;40;No;;1094,0$;;28;3;Other;1;615;3;0;58;1;3; sALeS ExecuTiVE ;1;;nan;11373;3;;No;15;3;3;nan;1;20;2;3;1;nan;0;1;nan;1983;1000000000$;;;True
1304;26;No;;775,0$;;29;2;;1;nan;1;0;45;3;2; saLeS eXecUTIVE ;3;;nan;4267;5;;;12;3;1;nan;2;8;5;3;0;nan;0;0;nan;1997;1000000000$;;;True
1305;26;Yes;travel_rarely;471,0$; Research & Development ;-24;3;;1;622;3;0;66;1;1; LABorAtORy TEchnIciAn ;4;Single;2340;23213;1;;Yes;18;3;2;nan;0;1;3;1;1;nan;0;0;2340;1997;1000000000$; LABorAtORy TEchnIciAn  -  Research & Development ;;Yes
1306;38;No;;1495,0$;;10;3;;1;nan;3;1;76;3;2; HEALthCaRe reprEsEnTaTivE ;3;;nan;22174;3;;No;19;3;3;80;1;18;4;nan;1;nan;0;0;nan;1985;1000000000$;;;True
1307;24;No;;823,0$;;17;2;Other;1;643;4;0;94;2;1; lAbOrAtORy tECHNICIAN ;2;Married;2127;9100;1;Y;No;21;4;4;nan;1;1;2;3;1;nan;0;0;2127;1999;1000000000$;;;Yes
1308;30;Yes;travel_frequently;448,0$;;12;4;;1;648;2;0;74;2;1; sALeS RePREsEntaTIVe ;1;Married;2033;14470;1;Y;No;18;3;3;nan;1;1;2;4;1;nan;0;0;2033;1993;1000000000$;;;True
1309;37;No;travel_rarely;558,0$;;2;3;Marketing;1;656;4;0;75;3;2; salEs eXeCuTIve ;3;Married;9602;3010;4;;;11;3;3;nan;1;nan;3;2;3;nan;1;0;9602;1986;1000000000$;;;0
1310;20;No;travel_rarely;959,0$; Research & Development ;1;3;Life Sciences;1;657;4;1;83;2;1; rEsEARcH ScieNTisT ;2;;nan;11757;1;;No;13;nan;4;80;0;1;0;4;1;nan;0;0;nan;2003;1000000000$; rEsEARcH ScieNTisT  -  Research & Development ;;Yes
1311;43;No;;782,0$;;-14;4;Other;1;661;2;0;50;2;4; REseArcH DireCtOR ;4;Divorced;16627;2671;4;Y;;14;3;3;nan;1;21;3;nan;1;nan;0;0;16627;1980;1000000000$;;;0
1312;38;No;;362,0$;;-27;1;Life Sciences;1;662;3;1;Not Available;3;1; ReseaRcH SCieNTIST ;1;;nan;14561;3;;No;17;3;4;nan;0;8;3;2;0;nan;0;0;nan;1985;1000000000$;;;1
1313;33;No;;1216,0$; Sales ;8;4;Marketing;1;nan;3;0;39;3;2; SalEs eXecuTive ;3;Divorced;nan;20431;0;Y;;12;3;4;80;0;6;3;3;5;nan;1;2;nan;1990;1000000000$; SalEs eXecuTive  -  Sales ;;0
1314;30;No;;160,0$;;3;3;;1;nan;3;1;71;3;1; reSeARCH SCIenTiST ;3;;2083;22653;1;;No;20;4;3;nan;1;1;2;nan;1;nan;0;0;2083;1993;1000000000$;;;False
1315;29;No;;nan$; Sales ;-44;2;Medical;1;690;2;1;62;3;2; SaLeS EXEcUTiVe ;3;;nan;3487;1;Y;No;14;3;1;nan;1;nan;5;2;6;nan;1;2;nan;1994;1000000000$; SaLeS EXEcUTiVe  -  Sales ;;0
1316;20;Yes;;1362,0$;;10;1;Medical;1;701;4;0;32;3;1; rEseaRch sCIenTiST ;3;Single;1009;26999;1;;;11;3;4;nan;0;nan;5;3;1;nan;1;1;1009;2003;1000000000$;;;1
1317;35;No;non-travel;727,0$;;-20;3;;1;704;20;0;41;2;1; LAboRATOry TeCHnician ;3;Marreid;nan;16900;1;Y;No;18;3;3;nan;2;1;3;3;1;nan;0;0;nan;1988;1000000000$;;;0
1318;37;No;;1225,0$;;10;2;Life Sciences;1;715;4;0;80;4;1; rESeArCh sciENTiSt ;4;Single;nan;15232;3;Y;No;17;3;1;nan;0;nan;2;nan;1;nan;0;0;nan;1986;1000000000$;;;Yes
1319;38;No;;168,0$;;1;3;;1;743;3;1;81;3;3; mAnuFacTUrinG dIrECtOR ;3;Single;7861;15397;4;;Yes;14;nan;4;nan;0;10;4;nan;1;nan;0;0;7861;1985;1000000000$;;;1
1320;29;No;;1396,0$;;10;3;;1;749;3;0;Not Available;3;1; sAles RePreseNtativE ;3;Single;2642;2755;1;Y;No;11;3;3;nan;0;1;6;nan;1;nan;0;0;2642;1994;1000000000$;;;0
1321;35;No;;1225,0$;;2;4;;1;nan;4;1;61;3;2; HEaLthcAre reprESentATiVE ;1;Divorced;nan;4761;2;Y;No;11;3;1;nan;1;16;2;4;1;nan;0;0;nan;1988;1000000000$;;;True
1322;38;No;travel_rarely;268,0$;;2;5;Medical;1;773;4;0;92;3;1; ResEarCh ScIenTisT ;3;Married;nan;20471;6;;Yes;13;3;2;80;1;nan;0;1;1;nan;0;1;nan;1985;1000000000$;;;Yes
1323;34;No;travel_rarely;167,0$;;8;5;Life Sciences;1;775;2;1;32;3;2; manUfACtuRIng DiRECtOR ;1;;5121;4187;3;;No;14;3;3;nan;1;nan;3;nan;0;nan;0;0;5121;1989;1000000000$;;;1
1324;23;Yes;;1243,0$;;6;3;Life Sciences;1;811;3;0;Not Available;4;1; LaborAtorY TecHNICIAn ;1;;nan;3445;1;;Yes;21;4;3;nan;2;1;2;3;0;nan;0;0;nan;2000;1000000000$;;;False
1325;twenty-four;No;;1092,0$;;9;3;Life Sciences;1;812;3;0;60;2;1; labORAToRy TeCHNicIAN ;2;Divorced;2694;26551;1;Y;No;11;3;3;nan;3;nan;4;3;1;nan;0;0;2694;1999;1000000000$;;;False
1326;29;Yes;travel_rarely;805,0$;;1;2;Life Sciences;1;816;2;1;36;2;1; LabOrATORy TEchniciAn ;1;Married;nan;6689;1;;;11;3;4;nan;1;1;1;3;1;nan;0;0;nan;1994;1000000000$;;;1
1327;40;No;travel_frequently;720,0$;;16;4;Medical;1;832;1;0;51;2;2; lABoratORy tEChnIciaN ;3;;5094;11983;6;Y;No;14;3;4;nan;0;10;6;3;1;nan;0;0;5094;1983;1000000000$;;;1
1328;30;No;travel_rarely;nan$; Research & Development ;2;3;;1;833;3;1;52;2;2; MaNufacTuRINg DirEcTor ;4;Single;nan;20234;5;Y;;24;4;2;nan;0;12;4;2;0;nan;0;0;nan;1993;1000000000$; MaNufacTuRINg DirEcTor  -  Research & Development ;;1
1329;45;No;;252,0$;;2;3;;1;834;2;1;95;2;1; rEseaRCH scIeNTIsT ;3;;2274;6153;1;;No;14;3;4;nan;0;1;3;3;1;nan;0;0;2274;1978;1000000000$;;;True
1330;27;No;;443,0$;;3;3;Medical;1;nan;4;0;50;3;1; reSeARCH ScIENtISt ;4;Married;nan;16571;1;;;11;3;3;80;3;0;6;2;0;nan;0;0;nan;1996;1000000000$;;;True
1331;37;No;;342,0$;;16;4;Marketing;1;nan;4;0;66;2;2; SAlEs eXEcUTiVE ;3;;nan;24558;4;Y;;19;nan;4;80;2;9;2;3;1;nan;0;0;nan;1986;1000000000$;;;True
1332;32;No;;300,0$;;1;3;Life Sciences;1;nan;4;0;61;3;1; lABoraToRy techNICIAn ;4;Divorced;2314;9148;0;;No;12;nan;2;nan;1;4;2;3;3;nan;0;2;2314;1991;1000000000$;;;1
1333;53;No;travel_rarely;868,0$;;8;3;Marketing;1;897;1;0;73;3;4; SALes eXECuTive ;4;Married;nan;22789;5;;;14;3;3;80;1;28;3;3;2;nan;2;2;nan;1970;1000000000$;;;Yes
1334;37;No;;1252,0$;;-19;2;;1;904;19;0;32;3;3; saLEs EXEcUtIVE ;2;Single;nan;4814;1;;Yes;13;3;4;nan;0;nan;2;3;10;nan;0;9;nan;1986;1000000000$;;;False
1335;32;Yes;travel_rarely;374,0$;;25;4;;1;911;1;0;87;3;1; lAbORAtoRy TEChNiCIAN ;4;;nan;18016;1;Y;;24;4;3;nan;0;1;2;1;1;nan;0;1;nan;1991;1000000000$;;;1
1336;58;Yes;travel_frequently;781,0$;;2;1;;1;918;4;0;57;2;1; lABorAToRy teCHNIcIaN ;4;divorced;2380;13384;9;Y;;14;3;4;nan;1;3;3;2;1;nan;0;0;2380;1965;1000000000$;;;True
1337;43;No;travel_rarely;177,0$;;8;3;;1;nan;1;1;55;3;2; MAnUFacTurInG dirEcToR ;2;Divorced;nan;23814;4;Y;No;21;4;3;nan;1;4;2;4;1;nan;0;0;nan;1980;1000000000$;;;0
1338;21;Yes;travel_rarely;1427,0$; Research & Development ;18;1;Other;1;923;4;1;65;3;1; resEaRcH scIENTiSt ;4;Single;nan;8870;1;;No;19;nan;1;nan;0;nan;3;2;1;nan;0;0;nan;2002;1000000000$; resEaRcH scIENTiSt  -  Research & Development ;;False
1339;34;No;;546,0$;;-48;3;Life Sciences;1;934;48;0;83;3;1; lAboRATORy TechNIcIAN ;2;;2008;6896;1;Y;No;14;3;2;80;2;1;3;3;1;nan;1;0;2008;1989;1000000000$;;;Yes
1340;58;No;;1272,0$;;5;3;;1;940;3;1;37;2;3; HeALThcAre RePresENTATive ;2;Divorced;10552;9255;2;Y;;13;nan;4;nan;1;24;3;3;6;nan;0;4;10552;1965;1000000000$;;;False
1341;48;No;;nan$;;20;4;Medical;1;945;4;0;51;3;1; rEsEARCh ScieNTist ;3;Married;2259;5543;4;;;17;3;1;80;2;13;2;2;0;nan;0;0;2259;1975;1000000000$;;;0
1342;32;No;non-travel;1184,0$;;1;3;Life Sciences;1;951;3;1;70;2;1; LaBORatoRy teCHnIciAn ;2;Married;nan;3974;6;;No;20;nan;3;nan;0;5;3;3;3;nan;0;2;nan;1991;1000000000$;;;True
1343;25;Yes;;867,0$;;19;2;Marketing;1;952;3;0;36;2;1; sAleS rEPrEsENTaTiVE ;2;Married;2413;18798;1;Y;Yes;18;nan;3;80;3;nan;2;3;1;nan;0;0;2413;1998;1000000000$;;;False
1344;40;No;;658,0$; Sales ;10;4;Marketing;1;954;1;0;67;2;3; SALes eXECuTIvE ;2;Divorced;nan;20652;2;;No;12;3;2;80;1;11;2;2;1;nan;0;0;nan;1983;1000000000$; SALes eXECuTIvE  -  Sales ;;1
1345;19;Yes;;419,0$;;21;3;Other;1;959;4;0;37;2;1; SAles rePREseNTatIVE ;2;Single;2121;9947;1;Y;Yes;13;3;2;80;0;1;3;4;1;nan;0;0;2121;2004;1000000000$;;;False
1346;20;Yes;travel_rarely;129,0$; Research & Development ;4;3;Technical Degree;1;nan;1;0;84;3;1; LabORatORy tEChnIcIAn ;1;Single;nan;13008;1;Y;;19;3;2;80;0;1;2;3;1;nan;0;0;nan;2003;1000000000$; LabORatORy tEChnIcIAn  -  Research & Development ;;False
1347;33;No;travel_rarely;1069,0$;;1;3;;1;nan;2;1;42;2;2; hEaLThcAre repREseNtATIvE ;4;;nan;12291;0;;;14;3;1;nan;0;6;3;3;5;nan;1;4;nan;1990;1000000000$;;;True
1348;58;Yes;travel_rarely;289,0$;;2;3;;1;nan;4;0;51;3;1; reSearCH ScIeNtiSt ;3;Single;2479;26227;4;Y;No;24;4;1;80;0;7;4;3;1;nan;0;0;2479;1965;1000000000$;;;0
1349;40;Yes;non-travel;1479,0$;;24;3;;1;986;2;1;100;4;4; SALES EXecutivE ;2;Single;13194;17071;4;;;16;3;4;nan;0;22;2;2;1;nan;0;0;13194;1983;1000000000$;;;1
1350;29;Yes;travel_rarely;906,0$;;10;3;;1;994;4;1;92;2;1; rESEarCh scIenTisT ;1;Single;nan;11479;6;;Yes;20;4;3;nan;0;3;5;3;0;nan;0;0;nan;1994;1000000000$;;;1
1351;47;No;travel_rarely;955,0$;;-18;2;Life Sciences;1;1003;4;1;83;3;2; SAles execUTive ;4;Single;4163;8571;1;Y;Yes;17;3;3;nan;0;9;0;3;9;nan;0;7;4163;1976;1000000000$;;;0
1352;18;No;;287,0$;;5;2;;1;1012;2;0;73;3;1; reSEaRCH scIENTiST ;4;;nan;13493;1;;No;15;3;4;nan;0;nan;2;3;0;nan;0;0;nan;2005;1000000000$;;;True
1353;20;Yes;;1097,0$;;-16;3;Medical;1;nan;4;1;98;2;1; reseARCH sCiEnTIst ;1;;2600;18275;1;;Yes;15;3;1;80;0;1;2;3;1;nan;0;0;2600;2003;1000000000$;;;0
1354;42;No;;265,0$;;5;2;;1;1029;4;0;90;3;5; ManagEr ;3;;18303;7770;6;;No;13;3;2;nan;0;21;3;4;1;nan;0;0;18303;1981;1000000000$;;;Yes
1355;50;No;travel_rarely;804,0$; Research & Development ;9;3;;1;nan;1;0;64;3;1; LaBorAtOrY teCHNICIAn ;4;Married;2380;20165;4;;No;18;nan;2;nan;0;8;5;3;1;nan;0;0;2380;1973;1000000000$; LaBorAtOrY teCHNICIAn  -  Research & Development ;;1
1356;37;Yes;travel_rarely;1141,0$;;11;2;Medical;1;1033;1;1;61;1;2; HEaLtHcArE rEPrEseNtAtIVE ;2;;4777;14382;5;;No;15;3;1;nan;0;15;2;1;1;nan;0;0;4777;1986;1000000000$;;;1
1357;38;No;;nan$;;3;4;Life Sciences;1;nan;2;0;42;3;2; sAlEs EXecUTIVE ;4;;nan;4981;8;;Yes;12;3;3;80;0;19;1;3;1;nan;0;0;nan;1985;1000000000$;;;0
